0.5301,0.8705,0.6060,0.2581,0.8941,0.3072,0.2612,0.9063,0.5317,0.6230,0.3560,0.1862,0.9444,0.1002,0.4551,0.6079,0.8109,0.8594,0.8965,0.7658,0.2966,0.6579,0.6759,0.0856,0.3027,0.0285,0.0370,0.1862,0.5147,0.9658,0.1992,0.7157,0.6910,0.2736,0.3372,0.2554,0.3700,0.1780,0.1631,0.3755,0.0316,0.6075,0.1294,0.2614,0.3858,0.0803,0.0832,0.1649,0.8715,0.8777,0.9849
0.1272,0.6452,0.6654,0.4033,0.9141,0.3140,0.4152,0.6966,0.9070,0.0755,0.5486,0.0722,0.2790,0.2761,0.8232,0.9382,0.5599,0.4563,0.3155,0.3110,0.2788,0.5295,0.8635,0.7490,0.0491,0.1114,0.4375,0.1811,0.2521,0.5405,0.0409,0.2919,0.1528,0.5253,0.1979,0.4117,0.0065,0.0138,0.3753,0.1720,0.3482,0.1237,0.4532,0.0008,0.4679,0.7588,0.7242,0.3967,0.0069,0.1259,0.5386
0.2320,0.1680,0.8935,0.1756,0.9947,0.5886,0.3095,0.3731,0.4746,0.6598,0.5489,0.8398,0.4121,0.8353,0.4429,0.0161,0.4394,0.0453,0.2870,0.8786,0.5942,0.1128,0.5244,0.2908,0.7297,0.3965,0.9459,0.5888,0.1368,0.3001,0.0394,0.0434,0.7658,0.4603,0.1053,0.7202,0.8515,0.8690,0.7733,0.6277,0.6088,0.1798,0.0841,0.7853,0.4021,0.2184,0.4230,0.9183,0.7264,0.2936,0.2735
0.1741,0.5594,0.4627,0.7778,0.2515,0.3971,0.5538,0.1748,0.2337,0.3743,0.5526,0.4308,0.3592,0.8565,0.4716,0.1352,0.8444,0.5114,0.7887,0.2718,0.4143,0.8439,0.7434,0.9063,0.5450,0.2392,0.4822,0.2416,0.2124,0.5442,0.0599,0.9823,0.9024,0.6054,0.1988,0.0595,0.4658,0.0699,0.6258,0.0792,0.2405,0.9731,0.8547,0.8740,0.3045,0.2743,0.4591,0.5230,0.7769,0.8221,0.3121
0.1256,0.7835,0.9010,0.4215,0.1295,0.6086,0.9222,0.0334,0.8386,0.1758,0.1790,0.3492,0.7884,0.9964,0.0862,0.6986,0.4310,0.3471,0.2683,0.0478,0.9096,0.0685,0.4023,0.0366,0.3993,0.1722,0.2016,0.9904,0.6314,0.1922,0.0871,0.2665,0.5464,0.8342,0.6277,0.3945,0.6245,0.8164,0.7038,0.1210,0.6451,0.9981,0.5740,0.0345,0.6719,0.8822,0.0132,0.3584,0.0745,0.3952,0.6040
0.1341,0.2834,0.1381,0.4460,0.9191,0.2234,0.9249,0.9537,0.1001,0.5102,0.9821,0.7578,0.9488,0.5330,0.7869,0.0243,0.5749,0.3885,0.5722,0.8746,0.1671,0.8868,0.2773,0.3225,0.9287,0.5127,0.8782,0.4085,0.0105,0.4116,0.4799,0.6152,0.5614,0.4407,0.0409,0.5690,0.9736,0.6733,0.2159,0.0245,0.3517,0.6121,0.7732,0.6605,0.5064,0.8327,0.3225,0.7519,0.9161,0.0354,0.2019
0.5591,0.0099,0.0439,0.5326,0.0683,0.4666,0.8999,0.7641,0.2630,0.0005,0.2163,0.5171,0.0123,0.2503,0.2642,0.2410,0.9843,0.0909,0.5536,0.8999,0.1669,0.9025,0.8755,0.9477,0.6570,0.0677,0.4956,0.4948,0.6483,0.3749,0.5904,0.0267,0.4833,0.9532,0.7348,0.5453,0.5245,0.2832,0.0036,0.3618,0.0576,0.6672,0.0343,0.6965,0.2371,0.3687,0.0177,0.9149,0.9715,0.4888,0.6677
0.3668,0.9810,0.7195,0.9122,0.4680,0.6358,0.0886,0.3055,0.1296,0.3763,0.2215,0.0309,0.0930,0.7666,0.4713,0.8398,0.1623,0.3908,0.3506,0.4259,0.7858,0.8000,0.9686,0.1021,0.1306,0.4624,0.6585,0.3493,0.7027,0.9437,0.1046,0.6952,0.1443,0.1281,0.9673,0.4011,0.6403,0.8106,0.3204,0.6540,0.8510,0.0210,0.8661,0.0429,0.4927,0.3671,0.1782,0.7360,0.6088,0.4032,0.4416
0.3084,0.9902,0.8292,0.8475,0.5058,0.6792,0.4821,0.1355,0.3755,0.6684,0.6833,0.7375,0.1867,0.7425,0.3276,0.0475,0.6139,0.8487,0.1345,0.7820,0.7296,0.3571,0.7661,0.6448,0.2749,0.9512,0.7660,0.2176,0.1943,0.6143,0.9324,0.0175,0.9499,0.9188,0.5143,0.3457,0.7770,0.6777,0.0601,0.9531,0.1742,0.9387,0.1230,0.2112,0.8737,0.7012,0.9822,0.5775,0.0398,0.1869,0.5056
0.9846,0.4702,0.4158,0.6549,0.4749,0.9068,0.2039,0.0351,0.7133,0.1774,0.0096,0.0751,0.6598,0.7995,0.4728,0.8574,0.1796,0.0598,0.0691,0.7627,0.9257,0.3423,0.8821,0.2620,0.4371,0.7995,0.6995,0.5372,0.5651,0.5222,0.5701,0.2931,0.9431,0.4050,0.8476,0.6406,0.2601,0.5487,0.7736,0.5397,0.9105,0.4364,0.8622,0.6620,0.0577,0.8016,0.2983,0.3854,0.5379,0.7162,0.5624
0.1689,0.4755,0.5503,0.9580,0.2063,0.8385,0.1433,0.6931,0.4911,0.2361,0.3235,0.8383,0.8934,0.4916,0.3824,0.0452,0.6147,0.3684,0.8352,0.6383,0.6006,0.8831,0.2027,0.5550,0.5580,0.1616,0.9423,0.3962,0.7371,0.7851,0.7726,0.3519,0.9393,0.8013,0.9422,0.4547,0.4627,0.4406,0.9906,0.1987,0.1216,0.4140,0.6449,0.2100,0.9365,0.4234,0.2680,0.4826,0.1960,0.6803,0.1308
0.8638,0.9657,0.1328,0.6829,0.9766,0.8309,0.2215,0.2674,0.5936,0.1115,0.7791,0.8007,0.3712,0.4856,0.4244,0.3221,0.9199,0.2108,0.4087,0.9771,0.7187,0.0310,0.2264,0.8898,0.2479,0.1788,0.6061,0.4838,0.4627,0.2358,0.2782,0.5058,0.0914,0.2363,0.5336,0.0747,0.7023,0.8998,0.1905,0.7709,0.9548,0.4740,0.6832,0.7749,0.1784,0.0458,0.2637,0.6116,0.4598,0.0191,0.4719
0.7765,0.4185,0.1192,0.9863,0.8880,0.5074,0.6978,0.1133,0.7496,0.8921,0.6435,0.2394,0.1563,0.8213,0.3961,0.4726,0.3963,0.5328,0.6456,0.6568,0.7467,0.3818,0.0829,0.3921,0.1310,0.1626,0.9445,0.7317,0.6554,0.8657,0.9980,0.1919,0.6456,0.4195,0.4756,0.1859,0.9550,0.3790,0.8500,0.6137,0.4898,0.3041,0.9810,0.1471,0.0334,0.4205,0.2886,0.8800,0.3887,0.4827,0.7121
0.8698,0.1912,0.3550,0.8041,0.5146,0.7844,0.9165,0.8615,0.0348,0.9921,0.2590,0.8857,0.1324,0.6567,0.7834,0.9324,0.5131,0.1795,0.9588,0.7922,0.4932,0.0815,0.3631,0.4018,0.3540,0.5541,0.2746,0.1331,0.2928,0.6771,0.0608,0.8294,0.3631,0.0804,0.5443,0.4626,0.7920,0.3361,0.5008,0.0464,0.2146,0.0296,0.6029,0.3206,0.9454,0.2956,0.7442,0.8173,0.8150,0.6335,0.7426
0.3392,0.0459,0.4017,0.0728,0.8361,0.9755,0.6153,0.2737,0.6299,0.5761,0.5967,0.8469,0.5531,0.0676,0.0258,0.7317,0.0045,0.9106,0.8530,0.4439,0.2030,0.7601,0.2171,0.4215,0.9484,0.2511,0.1365,0.0945,0.0620,0.9315,0.4390,0.4626,0.0897,0.0419,0.3010,0.3575,0.3538,0.8911,0.1965,0.4779,0.2370,0.9563,0.4724,0.3700,0.9634,0.5304,0.1715,0.3534,0.8353,0.1432,0.0674
0.6384,0.3800,0.0391,0.5179,0.5609,0.5886,0.0290,0.9748,0.4656,0.5157,0.9513,0.5642,0.4899,0.0073,0.5782,0.6107,0.4129,0.8259,0.8368,0.5091,0.8123,0.3274,0.1077,0.7894,0.8311,0.4282,0.1564,0.8399,0.8518,0.4176,0.2425,0.6585,0.2356,0.0685,0.2379,0.0481,0.7701,0.9803,0.4665,0.2485,0.2986,0.0755,0.7977,0.9671,0.5172,0.2489,0.9020,0.4671,0.6428,0.8616,0.6926
0.2663,0.1132,0.6992,0.5275,0.1510,0.5935,0.7726,0.3885,0.6759,0.0192,0.4311,0.9617,0.4114,0.1129,0.3204,0.7903,0.4028,0.2911,0.5204,0.5004,0.7728,0.0086,0.3855,0.4181,0.3469,0.7361,0.6255,0.2768,0.3593,0.2367,0.6995,0.0620,0.8302,0.9633,0.5073,0.0553,0.7639,0.2450,0.6674,0.8929,0.8748,0.0880,0.5758,0.0938,0.5424,0.7291,0.4310,0.5747,0.9035,0.2298,0.5529
0.4421,0.3687,0.8780,0.9862,0.7909,0.1387,0.0058,0.5332,0.5605,0.3359,0.1464,0.2102,0.2498,0.9177,0.4173,0.8486,0.0911,0.3220,0.3422,0.0870,0.6932,0.3311,0.1254,0.1397,0.5184,0.1394,0.0055,0.5222,0.6065,0.0376,0.5565,0.9941,0.6559,0.3897,0.4602,0.0900,0.0563,0.2730,0.4535,0.5609,0.4325,0.0570,0.7801,0.4865,0.3977,0.9942,0.4731,0.3013,0.7186,0.4453,0.9664
0.3488,0.9203,0.0587,0.0487,0.0008,0.3029,0.9359,0.9052,0.6848,0.6011,0.0859,0.8598,0.6965,0.6083,0.8616,0.4404,0.2235,0.0248,0.8525,0.2490,0.4464,0.8184,0.5681,0.9002,0.0967,0.3782,0.4744,0.1977,0.2189,0.2603,0.4844,0.2325,0.6279,0.2997,0.2795,0.6608,0.2348,0.9740,0.7078,0.1333,0.0240,0.1406,0.3239,0.7662,0.4439,0.1856,0.3385,0.9419,0.4295,0.8229,0.3746
0.6716,0.1791,0.7281,0.8924,0.3372,0.3774,0.6889,0.4532,0.0071,0.8004,0.2988,0.7438,0.6390,0.7929,0.2172,0.2482,0.1516,0.9431,0.9368,0.6832,0.8413,0.0857,0.3808,0.2370,0.6221,0.8816,0.1476,0.0099,0.6885,0.1517,0.2436,0.4309,0.4205,0.8922,0.4403,0.6024,0.5852,0.9991,0.1492,0.5559,0.3410,0.2773,0.4637,0.8937,0.7485,0.2625,0.4534,0.0214,0.9709,0.8188,0.2408
0.9496,0.3282,0.4495,0.7291,0.2626,0.5422,0.4370,0.7115,0.1342,0.0914,0.5110,0.5456,0.9078,0.1592,0.9467,0.8631,0.9817,0.8045,0.2633,0.3761,0.8475,0.2189,0.6601,0.7309,0.2164,0.2771,0.2348,0.3850,0.8023,0.3513,0.4399,0.9578,0.2075,0.9820,0.5323,0.2288,0.2347,0.2301,0.1583,0.9033,0.4906,0.6495,0.4734,0.0161,0.9151,0.0556,0.2864,0.1883,0.5937,0.6980,0.7981
0.8266,0.0412,0.7152,0.1436,0.3957,0.6047,0.4050,0.4302,0.6589,0.5707,0.5994,0.3259,0.0978,0.2581,0.9417,0.8742,0.2162,0.8240,0.1584,0.4403,0.4740,0.0967,0.5860,0.8691,0.0398,0.9504,0.8588,0.0114,0.3312,0.9555,0.3012,0.7158,0.3696,0.1894,0.8446,0.4600,0.8000,0.6061,0.1862,0.2356,0.6618,0.0304,0.9162,0.3028,0.8194,0.8177,0.9924,0.6151,0.7714,0.3353,0.8894
0.6038,0.1093,0.2367,0.0513,0.0563,0.8301,0.1519,0.4716,0.0576,0.5274,0.6500,0.5061,0.1944,0.2997,0.4579,0.8475,0.7817,0.9382,0.5751,0.4481,0.4746,0.8843,0.4753,0.7988,0.8274,0.5096,0.3508,0.4339,0.4124,0.5317,0.0812,0.6129,0.2778,0.2966,0.4971,0.1747,0.4097,0.6935,0.2959,0.9575,0.4947,0.9642,0.0887,0.0467,0.5041,0.5784,0.2076,0.3968,0.7447,0.4520,0.5127
0.9999,0.9908,0.0065,0.3713,0.5978,0.6649,0.7788,0.4222,0.2094,0.4033,0.0933,0.1160,0.9270,0.7380,0.5818,0.4107,0.0724,0.5643,0.6763,0.9864,0.8376,0.3434,0.9951,0.5203,0.2213,0.9521,0.0619,0.4205,0.3921,0.4450,0.6080,0.9421,0.0282,0.9819,0.0137,0.5507,0.0404,0.0774,0.3509,0.1622,0.9224,0.4038,0.8758,0.0213,0.5453,0.7896,0.8635,0.0556,0.0056,0.1127,0.7178
0.8734,0.1376,0.6545,0.6284,0.6849,0.2958,0.3446,0.2295,0.0008,0.9234,0.5196,0.7942,0.2753,0.3977,0.4448,0.0492,0.2958,0.3424,0.0242,0.9909,0.9651,0.7840,0.0935,0.7359,0.8241,0.4580,0.1343,0.8839,0.0917,0.4148,0.8128,0.1959,0.6592,0.3236,0.1371,0.5871,0.2138,0.8386,0.8765,0.8357,0.8827,0.9745,0.0524,0.3585,0.3672,0.7348,0.3936,0.4983,0.4928,0.2513,0.3190
0.1309,0.3136,0.1619,0.0851,0.2896,0.0159,0.2380,0.7009,0.4344,0.7922,0.0078,0.1516,0.1565,0.0077,0.8752,0.3607,0.8639,0.6980,0.5288,0.2789,0.7287,0.8821,0.2506,0.1232,0.5622,0.7716,0.2133,0.4023,0.2278,0.1419,0.5815,0.6753,0.1456,0.3913,0.4575,0.0324,0.4809,0.9868,0.6224,0.8234,0.3405,0.4714,0.6549,0.3368,0.7945,0.5457,0.5547,0.3699,0.0165,0.5700,0.4557
0.1247,0.5312,0.8021,0.7625,0.7703,0.0611,0.7967,0.1040,0.2502,0.9859,0.3186,0.1664,0.2705,0.6109,0.1876,0.1318,0.0345,0.1923,0.4314,0.7522,0.6684,0.1937,0.2107,0.7685,0.2432,0.8222,0.4812,0.9118,0.8129,0.6560,0.4860,0.2895,0.7288,0.4651,0.3060,0.4803,0.6131,0.2568,0.5607,0.3297,0.4942,0.3183,0.9027,0.6861,0.9898,0.7858,0.9325,0.0414,0.1376,0.6321,0.5208
0.4869,0.1201,0.6574,0.3105,0.7438,0.0778,0.1209,0.5385,0.9710,0.2776,0.9713,0.9546,0.2053,0.4648,0.8235,0.5598,0.2304,0.8582,0.4210,0.9041,0.7807,0.2819,0.6318,0.0258,0.1436,0.7421,0.9746,0.5124,0.3518,0.3099,0.7191,0.8353,0.4863,0.4352,0.1766,0.6975,0.5414,0.2584,0.8094,0.8458,0.1547,0.4992,0.1125,0.9535,0.2002,0.7507,0.8181,0.6629,0.6243,0.8761,0.5450
0.4965,0.0753,0.3972,0.6676,0.3673,0.7745,0.5246,0.1486,0.8446,0.6481,0.7687,0.8303,0.5454,0.9281,0.7704,0.6455,0.6932,0.8967,0.7828,0.7697,0.6475,0.4047,0.6590,0.1358,0.6535,0.1897,0.8334,0.5573,0.7565,0.1726,0.7825,0.8942,0.5261,0.2893,0.3520,0.9515,0.7312,0.0078,0.2278,0.9538,0.5356,0.2660,0.8924,0.2733,0.6915,0.3986,0.3992,0.3951,0.9507,0.1105,0.5446
0.1758,0.3252,0.3468,0.4458,0.6250,0.3145,0.8371,0.8644,0.5217,0.6364,0.6873,0.2396,0.5572,0.6439,0.6925,0.6412,0.6146,0.2325,0.9526,0.7076,0.0634,0.2896,0.4220,0.1683,0.3827,0.4991,0.4712,0.8014,0.6263,0.6252,0.7584,0.4967,0.6402,0.2039,0.4939,0.3210,0.1837,0.0071,0.1614,0.2472,0.9766,0.8339,0.8608,0.5294,0.7246,0.5415,0.2342,0.9512,0.8867,0.4247,0.6440
0.1295,0.0609,0.3568,0.4043,0.0604,0.7526,0.5469,0.2016,0.3929,0.8779,0.9979,0.3367,0.6773,0.3093,0.7522,0.0618,0.5900,0.8856,0.7619,0.6018,0.0014,0.5888,0.7664,0.4974,0.5048,0.7248,0.5544,0.8574,0.5891,0.0793,0.9580,0.6127,0.3724,0.9397,0.2911,0.6684,0.1115,0.5429,0.7880,0.7884,0.2877,0.1071,0.6904,0.7421,0.1591,0.4517,0.8880,0.1438,0.7349,0.2279,0.9061
0.3174,0.2466,0.7537,0.7994,0.3700,0.5881,0.8517,0.5583,0.9015,0.3374,0.1133,0.4390,0.7188,0.9311,0.4472,0.0626,0.4323,0.8324,0.3920,0.4298,0.3735,0.1379,0.4446,0.0574,0.2126,0.0606,0.7476,0.8009,0.5036,0.4901,0.2635,0.8004,0.5010,0.3302,0.7793,0.4121,0.1114,0.7380,0.1886,0.9835,0.0337,0.4217,0.1997,0.8937,0.7702,0.5479,0.5593,0.7323,0.6699,0.2282,0.6285
0.1520,0.4553,0.3869,0.1503,0.0339,0.7842,0.8653,0.3629,0.7126,0.5834,0.2697,0.7746,0.4489,0.3322,0.5459,0.7851,0.7372,0.9236,0.7637,0.7440,0.7171,0.7987,0.1055,0.6659,0.5426,0.5172,0.9180,0.6199,0.1515,0.9087,0.1580,0.3493,0.3361,0.1373,0.8773,0.5618,0.0584,0.1972,0.6083,0.5824,0.6429,0.4716,0.6573,0.2091,0.4635,0.3959,0.1471,0.2465,0.2207,0.3011,0.7877
0.2358,0.6663,0.8069,0.3497,0.1270,0.3867,0.5071,0.6555,0.5009,0.3300,0.6144,0.3466,0.8830,0.6580,0.1724,0.0540,0.4000,0.6644,0.9511,0.1828,0.0257,0.5090,0.5800,0.5561,0.3610,0.5581,0.9871,0.7291,0.3136,0.7560,0.6519,0.9166,0.1067,0.4980,0.5619,0.8778,0.8934,0.3468,0.4994,0.4652,0.2458,0.3604,0.0975,0.2694,0.8212,0.9710,0.3741,0.1708,0.6170,0.5962,0.1087
0.0982,0.4911,0.9502,0.4432,0.2270,0.1030,0.7008,0.6119,0.0582,0.4534,0.0561,0.0081,0.8282,0.6838,0.4503,0.8563,0.3567,0.8846,0.8451,0.2366,0.5355,0.5802,0.7430,0.3552,0.7926,0.1104,0.7442,0.4752,0.1365,0.0789,0.7619,0.1131,0.5071,0.2394,0.6836,0.2158,0.5260,0.2389,0.1967,0.0846,0.8743,0.6931,0.5619,0.6268,0.1154,0.5700,0.8388,0.8711,0.1735,0.3659,0.3474
0.0312,0.4582,0.3736,0.9547,0.2290,0.7369,0.3978,0.6083,0.2785,0.8670,0.4089,0.2017,0.2588,0.9670,0.0316,0.5609,0.7285,0.0899,0.5459,0.4747,0.8474,0.0265,0.3423,0.0259,0.2281,0.8560,0.6191,0.0220,0.0214,0.2501,0.6412,0.3528,0.5116,0.5339,0.0063,0.9690,0.3039,0.3334,0.8187,0.8168,0.0330,0.4944,0.5341,0.3481,0.5668,0.7344,0.3828,0.8184,0.9472,0.8530,0.2533
0.5357,0.3421,0.8825,0.1488,0.7817,0.6923,0.7305,0.2654,0.7980,0.3655,0.5309,0.8997,0.0582,0.2426,0.4075,0.7250,0.4918,0.0635,0.4509,0.3566,0.2198,0.1638,0.6217,0.9997,0.7402,0.1031,0.8678,0.1060,0.8131,0.6156,0.3491,0.1441,0.2886,0.8604,0.3392,0.1840,0.9421,0.0484,0.7804,0.9545,0.5214,0.3940,0.4317,0.5309,0.3522,0.5422,0.5382,0.8256,0.8053,0.8415,0.4394
0.6394,0.3560,0.8092,0.2580,0.6839,0.5693,0.4661,0.4164,0.6222,0.1452,0.2974,0.0617,0.0771,0.5564,0.5527,0.5233,0.1994,0.6182,0.5288,0.7710,0.0604,0.4289,0.7622,0.0205,0.2001,0.3893,0.9636,0.0622,0.3309,0.2811,0.4558,0.9575,0.7898,0.4350,0.3548,0.1323,0.2623,0.0447,0.7911,0.0341,0.7448,0.7959,0.8495,0.1685,0.6257,0.1484,0.4484,0.0216,0.9912,0.8639,0.0762
